product_id,name,category_id,category_name,subcategory_id,subcategory_name,base_price_rwf,current_stock,is_active,creation_date
prod_00165,Rukundo Tea Leaves,cat_000,Food & Beverages,sub_000_00,Dairy Products,14064.14,61,True,2024-12-19T08:00:07
prod_00166,Irish Potato 5kg,cat_003,Electronics & Tech,sub_003_02,Home Electronics,7667.45,70,True,2024-10-30T01:18:55
prod_00167,PVC Pipe 2inch,cat_002,Coffee & Tea,sub_002_04,Coffee Accessories,11484.18,332,True,2024-11-29T06:08:48
prod_00168,Fanta Citron,cat_006,Beauty & Personal Care,sub_006_00,Skin Care,17983.56,385,True,2024-10-14T14:15:15
prod_00169,Dettol Antiseptic,cat_007,Construction & Hardware,sub_007_04,Electrical,12219.48,311,True,2024-12-10T00:28:13
prod_00170,Mattress Foam Single,cat_009,Agriculture & Farming,sub_009_00,Seeds & Seedlings,15784.13,488,True,2024-12-17T01:38:12
prod_00171,Mutzig Beer,cat_000,Food & Beverages,sub_000_02,Beverages,18711.53,198,True,2024-10-13T19:32:32
prod_00172,Agaseke Woven Basket,cat_000,Food & Beverages,sub_000_04,Snacks & Confectionery,1816.89,110,True,2024-10-26T10:56:09
prod_00173,Sweet Potato Bag,cat_016,Baby & Children,sub_016_03,School Items,8759.72,42,True,2024-11-09T01:22:27
prod_00174,Smart TV 32inch,cat_017,Packaging & Logistics,sub_017_02,Wrapping,8119.26,390,True,2024-12-01T14:00:45
prod_00175,Coconut Hair Oil Rwanda,cat_002,Coffee & Tea,sub_002_03,Instant Coffee,2761.74,311,True,2024-11-29T10:45:17
prod_00176,Fresh Avocado Pack,cat_016,Baby & Children,sub_016_04,Safety Products,15768.25,132,True,2024-12-09T23:30:19
prod_00177,Calculator Casio,cat_000,Food & Beverages,sub_000_02,Beverages,16238.6,268,True,2024-10-27T09:45:38
prod_00178,Roofing Nails 4inch,cat_005,Textiles & Crafts,sub_005_02,Imigongo Art,3567.54,52,True,2024-12-15T01:59:13
prod_00179,Cement Bag 50kg Cimerwa,cat_011,Health & Pharmacy,sub_011_03,Medical Devices,18444.42,476,True,2024-10-18T09:00:33
prod_00180,Charcoal Stove Jiko,cat_007,Construction & Hardware,sub_007_02,Paint & Coating,5341.13,368,True,2024-12-28T22:05:46
prod_00181,Gahunda Work Shirt,cat_001,Fresh Produce,sub_001_01,Fruits,4852.11,23,True,2024-11-20T01:50:26
prod_00182,Feature Phone Tecno,cat_010,Education & Office,sub_010_00,Stationery,11285.28,188,True,2024-10-01T18:34:10
prod_00183,Toothpaste Colgate,cat_017,Packaging & Logistics,sub_017_01,Bags & Sacks,3436.04,209,True,2024-12-30T12:38:37
prod_00184,Impala Club Soda,cat_009,Agriculture & Farming,sub_009_00,Seeds & Seedlings,4501.29,214,True,2024-10-24T02:58:14
prod_00185,Charcoal Stove Jiko,cat_001,Fresh Produce,sub_001_01,Fruits,17997.11,211,True,2024-11-20T11:07:36
prod_00186,Leather Shoes Kigali,cat_004,Clothing & Fashion,sub_004_03,Shoes & Sandals,1959.19,31,True,2024-11-25T03:07:05
prod_00187,Printer Paper A4 Ream,cat_012,Automotive & Transport,sub_012_02,Tyres,6702.13,119,True,2024-10-27T09:42:11
prod_00188,Solar Lantern LifeLight,cat_003,Electronics & Tech,sub_003_01,Solar Products,2560.33,238,True,2024-11-13T15:33:59
prod_00189,Sandals Handmade,cat_014,Livestock & Poultry,sub_014_02,Fish & Seafood,9535.26,61,True,2024-12-22T18:25:38
prod_00190,Biro Pen Box,cat_004,Clothing & Fashion,sub_004_00,Traditional Wear,14367.57,202,True,2024-11-04T12:56:26
prod_00191,Power Bank 10000mAh,cat_017,Packaging & Logistics,sub_017_01,Bags & Sacks,2347.14,411,True,2024-10-10T21:27:40
prod_00192,Inzoga ya Primus,cat_004,Clothing & Fashion,sub_004_01,Casual Wear,16561.63,351,True,2024-11-06T03:22:53
prod_00193,School Bag Primary,cat_006,Beauty & Personal Care,sub_006_03,Perfumes,16281.32,463,True,2024-10-09T22:19:32
prod_00194,Sweet Potato Bag,cat_013,Energy & Solar,sub_013_03,Gas & LPG,10174.46,349,True,2024-11-07T03:49:27
prod_00195,Pineapple Crate Nyungwe,cat_001,Fresh Produce,sub_001_04,Flowers,12573.94,331,True,2024-10-24T20:43:12
prod_00196,Calculator Casio,cat_013,Energy & Solar,sub_013_01,Batteries,13031.72,269,True,2024-12-17T09:36:21
prod_00197,Kitenge Fabric 2m,cat_016,Baby & Children,sub_016_02,Baby Clothing,8073.43,13,True,2024-10-18T11:00:04
prod_00198,Earphones Oraimo,cat_001,Fresh Produce,sub_001_03,Mushrooms,10823.93,299,True,2024-12-14T10:52:18
prod_00199,Vaseline Petroleum Jelly,cat_008,Home & Kitchen,sub_008_04,Furniture,16417.56,377,True,2024-12-29T01:22:10
prod_00200,Calculator Casio,cat_011,Health & Pharmacy,sub_011_01,Vitamins,3933.96,162,True,2024-11-27T12:40:13
prod_00201,Phone Charger USB-C,cat_004,Clothing & Fashion,sub_004_04,Accessories,18993.19,414,True,2024-12-21T05:38:41
prod_00202,Irish Potato 5kg,cat_019,Digital Services,sub_019_01,Mobile Money,888.6,0,False,2024-11-16T09:47:42
prod_00203,Dettol Antiseptic,cat_018,Hospitality & Catering,sub_018_01,Uniforms,15600.15,269,True,2024-12-22T04:26:36
prod_00204,Biro Pen Box,cat_018,Hospitality & Catering,sub_018_00,Restaurant Equipment,7062.94,69,True,2024-11-01T07:43:11
prod_00205,School Bag Primary,cat_019,Digital Services,sub_019_02,Printing,4853.13,417,True,2024-11-27T04:21:11
prod_00206,Mutzig Beer,cat_012,Automotive & Transport,sub_012_04,Bicycle Parts,1131.46,162,True,2024-11-28T11:40:02
prod_00207,Akagera Print T-Shirt,cat_007,Construction & Hardware,sub_007_02,Paint & Coating,19656.4,325,True,2024-10-17T07:12:21
prod_00208,PVC Pipe 2inch,cat_014,Livestock & Poultry,sub_014_00,Cattle Products,5671.64,354,True,2024-10-25T05:28:20
prod_00209,Mutzig Beer,cat_013,Energy & Solar,sub_013_01,Batteries,17748.76,451,True,2024-11-17T20:57:51
prod_00210,Exercise Book 96pages,cat_001,Fresh Produce,sub_001_02,Herbs & Spices,891.52,487,True,2024-10-26T08:28:17
prod_00211,Sorghum Flour 1kg,cat_002,Coffee & Tea,sub_002_02,Herbal Tea,12083.6,457,True,2024-11-29T13:53:45
prod_00212,Bed Sheet Cotton,cat_019,Digital Services,sub_019_03,Photography,3563.52,169,True,2024-10-10T19:56:52
prod_00213,Sufuria Cooking Pot 5L,cat_008,Home & Kitchen,sub_008_02,Bedding,6299.31,25,True,2024-10-10T07:30:01
prod_00214,Gahunda Work Shirt,cat_006,Beauty & Personal Care,sub_006_00,Skin Care,1001.85,326,True,2024-10-17T14:04:04
prod_00215,PVC Pipe 2inch,cat_012,Automotive & Transport,sub_012_03,Car Accessories,10037.39,135,True,2024-12-04T04:20:05
prod_00216,Stapler Heavy Duty,cat_014,Livestock & Poultry,sub_014_02,Fish & Seafood,4911.72,288,True,2024-10-27T01:47:41
prod_00217,Fanta Citron,cat_007,Construction & Hardware,sub_007_04,Electrical,1689.18,419,True,2024-11-07T14:01:21
prod_00218,Smartphone Android 4G,cat_012,Automotive & Transport,sub_012_00,Spare Parts,10290.98,264,True,2024-12-27T10:12:44
prod_00219,Biro Pen Box,cat_004,Clothing & Fashion,sub_004_00,Traditional Wear,8755.81,222,True,2024-12-06T07:47:51
prod_00220,Stapler Heavy Duty,cat_012,Automotive & Transport,sub_012_04,Bicycle Parts,6859.47,266,True,2024-10-27T19:35:40
prod_00221,Agaseke Woven Basket,cat_016,Baby & Children,sub_016_03,School Items,2694.12,75,True,2024-10-15T12:41:30
prod_00222,Nivea Roll-On,cat_017,Packaging & Logistics,sub_017_02,Wrapping,17618.92,196,True,2024-10-26T15:28:58
prod_00223,Gahunda Work Shirt,cat_001,Fresh Produce,sub_001_03,Mushrooms,17846.7,353,True,2024-11-02T04:26:13
prod_00224,PVC Pipe 2inch,cat_008,Home & Kitchen,sub_008_03,Cleaning,17235.58,50,True,2024-12-06T11:49:15
prod_00225,Mosquito Net Treated,cat_010,Education & Office,sub_010_02,School Bags,14711.59,330,True,2024-11-28T17:42:12
prod_00226,Smartphone Android 4G,cat_011,Health & Pharmacy,sub_011_00,Medicines OTC,10547.76,33,True,2024-10-16T10:25:57
prod_00227,Urwagwa Traditional Beer,cat_006,Beauty & Personal Care,sub_006_00,Skin Care,5365.06,25,True,2024-11-14T07:36:08
prod_00228,Radio FM Portable,cat_007,Construction & Hardware,sub_007_02,Paint & Coating,10031.34,90,True,2024-11-13T07:29:46
prod_00229,Power Bank 10000mAh,cat_002,Coffee & Tea,sub_002_02,Herbal Tea,1035.28,83,True,2024-10-05T19:41:43
prod_00230,Gahunda Work Shirt,cat_006,Beauty & Personal Care,sub_006_02,Soap & Hygiene,13205.95,10,True,2024-11-19T20:01:55
prod_00231,Mosquito Net Treated,cat_008,Home & Kitchen,sub_008_03,Cleaning,17961.92,178,True,2024-12-22T16:20:22
prod_00232,Rukundo Tea Leaves,cat_019,Digital Services,sub_019_03,Photography,11897.5,261,True,2024-10-01T17:07:15
prod_00233,Mosquito Net Treated,cat_015,Sports & Recreation,sub_015_00,Football Equipment,7057.53,327,True,2024-10-27T20:15:09
prod_00234,Radio FM Portable,cat_007,Construction & Hardware,sub_007_00,Cement & Building,16205.88,414,True,2024-12-17T21:38:34
prod_00235,Roofing Nails 4inch,cat_013,Energy & Solar,sub_013_03,Gas & LPG,8071.36,298,True,2024-10-04T10:17:57
prod_00236,Biro Pen Box,cat_011,Health & Pharmacy,sub_011_04,Baby Health,6353.8,430,True,2024-10-17T12:05:51
prod_00237,Printer Paper A4 Ream,cat_005,Textiles & Crafts,sub_005_02,Imigongo Art,13261.48,181,True,2024-10-22T13:53:17
prod_00238,Toothpaste Colgate,cat_009,Agriculture & Farming,sub_009_03,Animal Feed,17098.67,27,True,2024-11-15T16:25:46
prod_00239,Calculator Casio,cat_016,Baby & Children,sub_016_02,Baby Clothing,8555.59,437,True,2024-12-24T13:13:32
prod_00240,Umutsima Porridge,cat_014,Livestock & Poultry,sub_014_01,Poultry,6669.48,92,True,2024-12-09T11:37:42
prod_00241,Impala Club Soda,cat_000,Food & Beverages,sub_000_03,Cooking Oil,5833.79,396,True,2024-12-13T21:42:32
prod_00242,Nziza Body Lotion,cat_004,Clothing & Fashion,sub_004_04,Accessories,8957.37,206,True,2024-11-11T16:35:49
prod_00243,Power Bank 10000mAh,cat_000,Food & Beverages,sub_000_02,Beverages,15258.53,97,True,2024-11-21T13:23:54
prod_00244,School Uniform Set,cat_011,Health & Pharmacy,sub_011_02,First Aid,3014.15,257,True,2024-11-07T05:44:14
prod_00245,Nivea Roll-On,cat_009,Agriculture & Farming,sub_009_03,Animal Feed,14692.72,268,True,2024-11-27T21:38:33
prod_00246,Decoder StarTimes,cat_000,Food & Beverages,sub_000_01,Grains & Flour,4874.27,108,True,2024-10-13T17:43:53
prod_00247,Cement Bag 50kg Cimerwa,cat_017,Packaging & Logistics,sub_017_04,Cold Storage,1447.45,338,True,2024-10-05T15:45:20
prod_00248,Inyange Juice,cat_014,Livestock & Poultry,sub_014_03,Goat Products,2910.1,242,True,2024-10-25T12:55:22
prod_00249,Agaseke Woven Basket,cat_009,Agriculture & Farming,sub_009_03,Animal Feed,13402.46,266,True,2024-12-04T07:41:49
prod_00250,Solar Lantern LifeLight,cat_003,Electronics & Tech,sub_003_00,Mobile Phones,10205.91,102,True,2024-11-29T03:04:37
prod_00251,Plastic Jerry Can 20L,cat_015,Sports & Recreation,sub_015_02,Outdoor,5072.85,343,True,2024-10-02T05:42:29
prod_00252,Ibirayi Fries,cat_004,Clothing & Fashion,sub_004_00,Traditional Wear,15700.76,370,True,2024-10-08T06:52:30
prod_00253,Pineapple Crate Nyungwe,cat_003,Electronics & Tech,sub_003_01,Solar Products,17545.74,148,True,2024-12-22T17:53:00
prod_00254,Door Lock Yale,cat_005,Textiles & Crafts,sub_005_02,Imigongo Art,7471.78,489,True,2024-11-12T11:56:55
prod_00255,Umutsima Porridge,cat_008,Home & Kitchen,sub_008_03,Cleaning,13953.1,409,True,2024-11-16T10:23:29
prod_00256,Passion Fruit Tray,cat_005,Textiles & Crafts,sub_005_00,Kitenge Fabric,8612.54,247,True,2024-11-27T08:32:52
prod_00257,School Bag Primary,cat_015,Sports & Recreation,sub_015_03,Games,2702.28,225,True,2024-11-09T22:21:42
prod_00258,Biro Pen Box,cat_018,Hospitality & Catering,sub_018_01,Uniforms,19568.96,447,True,2024-12-05T00:51:01
prod_00259,Inkorora Storage Basket,cat_019,Digital Services,sub_019_00,Airtime & Data,727.07,80,True,2024-12-30T17:14:35
prod_00260,Electric Wire 2.5mm,cat_010,Education & Office,sub_010_01,Books,6952.45,25,True,2024-10-28T00:09:11
prod_00261,Ikivuguto Yoghurt,cat_002,Coffee & Tea,sub_002_03,Instant Coffee,9217.83,254,True,2024-10-12T12:36:25
prod_00262,Amavuta Shea Butter,cat_017,Packaging & Logistics,sub_017_04,Cold Storage,503.31,405,True,2024-10-09T19:48:07
prod_00263,Power Bank 10000mAh,cat_011,Health & Pharmacy,sub_011_00,Medicines OTC,16423.48,232,True,2024-12-21T23:24:08
prod_00264,Iron Sheet 3m,cat_000,Food & Beverages,sub_000_02,Beverages,7425.21,493,True,2024-12-01T12:32:15
prod_00265,Rukundo Tea Leaves,cat_003,Electronics & Tech,sub_003_02,Home Electronics,12411.61,61,True,2024-10-19T05:00:28
prod_00266,Plastic Jerry Can 20L,cat_013,Energy & Solar,sub_013_00,Solar Panels,18569.22,344,True,2024-12-21T07:26:15
prod_00267,Passion Fruit Tray,cat_000,Food & Beverages,sub_000_04,Snacks & Confectionery,14856.17,478,True,2024-11-23T17:06:38
prod_00268,Kitenge Fabric 2m,cat_003,Electronics & Tech,sub_003_03,Accessories,13321.68,451,True,2024-11-28T20:27:25
prod_00269,Exercise Book 96pages,cat_012,Automotive & Transport,sub_012_02,Tyres,19424.59,412,True,2024-11-13T23:12:25
prod_00270,MTN MoMo Agent Kit,cat_010,Education & Office,sub_010_04,Art Materials,12835.37,107,True,2024-10-20T12:06:19
prod_00271,Cement Bag 50kg Cimerwa,cat_016,Baby & Children,sub_016_04,Safety Products,14039.08,363,True,2024-11-01T07:12:11
prod_00272,Ibirayi Fries,cat_017,Packaging & Logistics,sub_017_02,Wrapping,17610.81,413,True,2024-11-11T00:13:53
prod_00273,Bed Sheet Cotton,cat_001,Fresh Produce,sub_001_01,Fruits,5706.08,82,True,2024-12-16T06:25:21
prod_00274,Agaseke Woven Basket,cat_001,Fresh Produce,sub_001_02,Herbs & Spices,16373.51,315,True,2024-10-10T22:47:44
prod_00275,Nziza Body Lotion,cat_001,Fresh Produce,sub_001_03,Mushrooms,8057.32,499,True,2024-12-16T12:25:58
prod_00276,Mutzig Beer,cat_018,Hospitality & Catering,sub_018_04,Decor,14899.78,397,True,2024-10-20T01:48:22
prod_00277,Decoder StarTimes,cat_005,Textiles & Crafts,sub_005_01,Agaseke Baskets,14834.05,193,True,2024-10-12T14:06:52
prod_00278,School Uniform Set,cat_000,Food & Beverages,sub_000_02,Beverages,9593.46,79,True,2024-12-31T00:31:13
prod_00279,Bed Sheet Cotton,cat_015,Sports & Recreation,sub_015_04,Cycling,11228.12,401,True,2024-10-08T01:49:28
prod_00280,Mattress Foam Single,cat_017,Packaging & Logistics,sub_017_03,Labels,2292.94,452,True,2024-10-22T11:25:43
prod_00281,Smart TV 32inch,cat_015,Sports & Recreation,sub_015_04,Cycling,16561.92,4,True,2024-12-03T00:58:44
prod_00282,Gas Cylinder 15kg,cat_001,Fresh Produce,sub_001_02,Herbs & Spices,7936.77,483,True,2024-12-17T07:17:44
prod_00283,Inzoga ya Primus,cat_014,Livestock & Poultry,sub_014_03,Goat Products,1355.11,333,True,2024-12-27T05:08:52
prod_00284,Sweet Potato Bag,cat_006,Beauty & Personal Care,sub_006_01,Hair Care,17366.54,427,True,2024-11-11T04:28:46
prod_00285,Mutzig Beer,cat_000,Food & Beverages,sub_000_03,Cooking Oil,14478.93,44,True,2024-10-04T16:16:53
prod_00286,Pillow Fiber,cat_018,Hospitality & Catering,sub_018_01,Uniforms,18264.24,198,True,2024-11-09T13:51:11
prod_00287,Rukundo Tea Leaves,cat_000,Food & Beverages,sub_000_04,Snacks & Confectionery,1733.13,299,True,2024-12-12T10:11:30
prod_00288,Pillow Fiber,cat_009,Agriculture & Farming,sub_009_02,Tools & Equipment,12328.03,391,True,2024-10-28T07:58:59
prod_00289,Inyange Juice,cat_007,Construction & Hardware,sub_007_01,Iron & Steel,15061.7,408,True,2024-12-17T08:36:34
prod_00290,Coconut Hair Oil Rwanda,cat_017,Packaging & Logistics,sub_017_04,Cold Storage,3256.79,2,True,2024-10-05T01:20:18
prod_00291,Decoder StarTimes,cat_006,Beauty & Personal Care,sub_006_03,Perfumes,18159.75,262,True,2024-12-22T16:02:34
prod_00292,Feature Phone Tecno,cat_006,Beauty & Personal Care,sub_006_00,Skin Care,4036.48,290,True,2024-12-17T15:20:34
prod_00293,Inzoga ya Primus,cat_018,Hospitality & Catering,sub_018_03,Disposables,19055.03,65,True,2024-11-04T16:11:33
prod_00294,Sorghum Flour 1kg,cat_006,Beauty & Personal Care,sub_006_02,Soap & Hygiene,9974.29,315,True,2024-11-01T21:06:06
prod_00295,Akagera Print T-Shirt,cat_000,Food & Beverages,sub_000_02,Beverages,5300.42,364,True,2024-10-22T12:11:32
prod_00296,Fanta Citron,cat_015,Sports & Recreation,sub_015_03,Games,9184.48,156,True,2024-12-15T05:20:16
prod_00297,Printer Paper A4 Ream,cat_008,Home & Kitchen,sub_008_01,Storage,17880.29,134,True,2024-10-20T01:43:10
prod_00298,Sweet Potato Bag,cat_018,Hospitality & Catering,sub_018_03,Disposables,15499.4,464,True,2024-10-21T15:46:05
prod_00299,Savon Ivoirien Soap,cat_011,Health & Pharmacy,sub_011_03,Medical Devices,4854.48,301,True,2024-12-14T23:13:40
prod_00300,Calculator Casio,cat_016,Baby & Children,sub_016_00,Baby Food,13422.23,493,True,2024-12-22T07:56:27
prod_00301,Phone Charger USB-C,cat_004,Clothing & Fashion,sub_004_03,Shoes & Sandals,18813.92,112,True,2024-10-04T22:11:06
prod_00302,Mosquito Net Treated,cat_001,Fresh Produce,sub_001_01,Fruits,10598.76,184,True,2024-12-16T20:14:11
prod_00303,Toothpaste Colgate,cat_008,Home & Kitchen,sub_008_02,Bedding,11783.31,89,True,2024-11-25T08:34:10
prod_00304,Phone Charger USB-C,cat_007,Construction & Hardware,sub_007_04,Electrical,8413.92,444,True,2024-12-19T08:17:58
prod_00305,Cement Bag 50kg Cimerwa,cat_002,Coffee & Tea,sub_002_04,Coffee Accessories,13047.8,76,True,2024-10-21T12:52:14
prod_00306,Inyange Milk,cat_010,Education & Office,sub_010_00,Stationery,9889.57,245,True,2024-11-16T11:43:08
prod_00307,Mosquito Net Treated,cat_007,Construction & Hardware,sub_007_00,Cement & Building,2993.76,82,True,2024-11-27T12:16:12
prod_00308,Sorghum Flour 1kg,cat_012,Automotive & Transport,sub_012_04,Bicycle Parts,19400.25,9,True,2024-12-01T21:46:06
prod_00309,Amavuta Shea Butter,cat_007,Construction & Hardware,sub_007_03,Plumbing,12216.35,298,True,2024-12-17T03:35:22
prod_00310,Charcoal Stove Jiko,cat_014,Livestock & Poultry,sub_014_04,Beekeeping,12016.62,193,True,2024-10-23T07:30:17
prod_00311,Passion Fruit Tray,cat_013,Energy & Solar,sub_013_01,Batteries,12307.46,243,True,2024-10-18T05:25:25
prod_00312,Sufuria Cooking Pot 5L,cat_019,Digital Services,sub_019_04,Software,16636.67,480,True,2024-12-27T02:05:20
prod_00313,Fanta Citron,cat_012,Automotive & Transport,sub_012_02,Tyres,11986.44,464,True,2024-12-11T23:34:23
prod_00314,Leather Shoes Kigali,cat_009,Agriculture & Farming,sub_009_04,Pesticides,17596.94,131,True,2024-11-09T16:12:57
prod_00315,Dettol Antiseptic,cat_013,Energy & Solar,sub_013_02,Inverters,2578.37,333,True,2024-11-11T08:49:07
prod_00316,Pineapple Crate Nyungwe,cat_006,Beauty & Personal Care,sub_006_03,Perfumes,11266.05,247,True,2024-11-24T03:12:54
prod_00317,Amavuta Shea Butter,cat_003,Electronics & Tech,sub_003_01,Solar Products,9208.6,486,True,2024-12-07T21:30:49
prod_00318,Inzoga ya Primus,cat_017,Packaging & Logistics,sub_017_04,Cold Storage,14092.62,26,True,2024-12-08T14:56:23
prod_00319,Umutsima Porridge,cat_008,Home & Kitchen,sub_008_01,Storage,7731.28,19,True,2024-11-29T03:08:24
prod_00320,Ikivuguto Yoghurt,cat_005,Textiles & Crafts,sub_005_03,Woven Mats,9059.95,435,True,2024-10-20T14:00:42
prod_00321,Mosquito Net Treated,cat_011,Health & Pharmacy,sub_011_01,Vitamins,13272.87,44,True,2024-10-16T06:52:22
prod_00322,Nivea Roll-On,cat_000,Food & Beverages,sub_000_00,Dairy Products,18423.96,145,True,2024-11-23T08:38:37
prod_00323,Cavendish Banana Bundle,cat_018,Hospitality & Catering,sub_018_00,Restaurant Equipment,5591.6,259,True,2024-11-09T12:41:32
prod_00324,Door Lock Yale,cat_016,Baby & Children,sub_016_02,Baby Clothing,17584.2,406,True,2024-12-18T22:46:14
prod_00325,Phone Charger USB-C,cat_014,Livestock & Poultry,sub_014_04,Beekeeping,17309.45,59,True,2024-11-16T19:04:18
prod_00326,Amavuta Shea Butter,cat_010,Education & Office,sub_010_03,Office Supplies,19131.19,274,True,2024-11-20T03:32:31
prod_00327,Feature Phone Tecno,cat_002,Coffee & Tea,sub_002_04,Coffee Accessories,18662.23,160,True,2024-11-16T06:27:16
prod_00328,Rukundo Tea Leaves,cat_007,Construction & Hardware,sub_007_01,Iron & Steel,17518.48,117,True,2024-10-21T01:49:44
prod_00329,School Bag Primary,cat_003,Electronics & Tech,sub_003_00,Mobile Phones,13678.34,252,True,2024-12-04T09:53:24
prod_00330,Paint Bucket 20L,cat_008,Home & Kitchen,sub_008_03,Cleaning,4066.0,468,True,2024-12-14T04:51:37
prod_00331,Mosquito Net Treated,cat_015,Sports & Recreation,sub_015_04,Cycling,1134.97,201,True,2024-11-03T17:14:30
